Namespace(seed=969491451, GPU_to_use=None, epochs=100, batch_size=32, lr=0.0005, lr_decay=200, gamma=0.5, training_samples=624, test_samples=208, shuffle_traindata=True, prediction_steps=10, encoder_hidden=256, decoder_hidden=256, encoder='mlp', decoder='mlp', prior=1, edge_types=2, dont_use_encoder=True, lr_z=0.1, global_temp=False, load_temperatures=False, alpha=2, num_cats=3, unobserved=0, model_unobserved=0, dont_shuffle_unobserved=False, teacher_forcing=0, suffix='_energy_long_7d', timesteps=168, num_atoms=7, dims=11, datadir='./data', save_folder='logs', expername='', sym_save_folder='../logs', load_folder='', test_time_adapt=False, lr_logits=0.01, num_tta_steps=100, dont_skip_first=False, temp=0.5, hard=False, no_validate=False, no_cuda=False, var=5e-07, encoder_dropout=0.0, decoder_dropout=0.0, no_factor=False, f='C:\\Users\\GwenH\\AppData\\Roaming\\jupyter\\runtime\\kernel-204e35d8-5abf-4cde-8c16-c5199476a4e0.json', test=True, device=device(type='cuda', index=0), cuda=True, factor=True, validate=True, shuffle_unobserved=True, skip_first=True, use_encoder=False, time='20221109-212831', num_GPU=1, batch_size_multiGPU=32, log_path='logs\\20221109-212831')
None
DataParallel(
  (module): MLPDecoder(
    (msg_fc1): ModuleList(
      (0): Linear(in_features=22, out_features=256, bias=True)
      (1): Linear(in_features=22, out_features=256, bias=True)
    )
    (msg_fc2): ModuleList(
      (0): Linear(in_features=256, out_features=256, bias=True)
      (1): Linear(in_features=256, out_features=256, bias=True)
    )
    (out_fc1): Linear(in_features=267, out_features=256, bias=True)
    (out_fc2): Linear(in_features=256, out_features=256, bias=True)
    (out_fc3): Linear(in_features=256, out_features=11, bias=True)
  )
)
0 train	 	loss_kl -3.2058792591 	acc 0.5022693452 	auroc 0.5023243985 	loss_nll 194548219.8000000119 	loss_mse 0.1059053980 	loss 194548219.5999999940 	inference time 0.0904579282 	time: 2.4534s 	
5 validate	 	loss_kl -0.7843847871 	acc 0.5059523810 	auroc 0.5018701967 	loss_nll 18500710.0000000000 	loss_mse 0.0100711542 	loss 18500709.5714285709 	inference time 0.0961714472 	time: 3.0658s 	
6 train	 	loss_kl -0.7314022303 	acc 0.5030505952 	auroc 0.5015879800 	loss_nll 14254346.0999999996 	loss_mse 0.0077595785 	loss 14254345.0999999996 	inference time 0.0692630172 	time: 2.0166s 	
6 validate	 	loss_kl -0.6775896038 	acc 0.5059523810 	auroc 0.5014143308 	loss_nll 16735565.2857142854 	loss_mse 0.0091102700 	loss 16735564.8571428563 	inference time 0.1013004780 	time: 3.1047s 	
7 train	 	loss_kl -0.6343274951 	acc 0.5025297619 	auroc 0.5020420608 	loss_nll 13390597.7500000000 	loss_mse 0.0072893836 	loss 13390596.7500000000 	inference time 0.0714092731 	time: 2.0695s 	
7 validate	 	loss_kl -0.5868937969 	acc 0.5059523810 	auroc 0.5011509328 	loss_nll 15741144.2857142854 	loss_mse 0.0085689406 	loss 15741143.7142857146 	inference time 0.1104186944 	time: 3.2533s 	
8 train	 	loss_kl -0.5452005416 	acc 0.5028645833 	auroc 0.5020834256 	loss_nll 12833522.6999999993 	loss_mse 0.0069861310 	loss 12833521.6999999993 	inference time 0.0795894384 	time: 2.2580s 	
8 validate	 	loss_kl -0.5016028285 	acc 0.5059523810 	auroc 0.5006545503 	loss_nll 15035452.1428571437 	loss_mse 0.0081847861 	loss 15035451.5714285709 	inference time 0.1077124051 	time: 3.3919s 	
9 train	 	loss_kl -0.4701365352 	acc 0.5026413690 	auroc 0.5014454481 	loss_nll 12401574.6500000004 	loss_mse 0.0067509933 	loss 12401574.5999999996 	inference time 0.0765951395 	time: 2.1862s 	
9 validate	 	loss_kl -0.4393537045 	acc 0.5059523810 	auroc 0.5004619531 	loss_nll 14619360.4285714291 	loss_mse 0.0079582800 	loss 14619360.4285714291 	inference time 0.1165452003 	time: 3.5415s 	
10 train	 	loss_kl -0.4170083582 	acc 0.5027901786 	auroc 0.5017458626 	loss_nll 11955168.0999999996 	loss_mse 0.0065079849 	loss 11955168.0999999996 	inference time 0.0759471059 	time: 2.1812s 	
10 validate	 	loss_kl -0.3950845897 	acc 0.5059523810 	auroc 0.5000262610 	loss_nll 14108762.5714285709 	loss_mse 0.0076803282 	loss 14108762.5714285709 	inference time 0.0956007753 	time: 3.3750s 	
11 train	 	loss_kl -0.3797142237 	acc 0.5024925595 	auroc 0.5012531234 	loss_nll 11678260.6999999993 	loss_mse 0.0063572458 	loss 11678260.6999999993 	inference time 0.0775426030 	time: 2.1971s 	
11 validate	 	loss_kl -0.3642788529 	acc 0.5059523810 	auroc 0.4993374384 	loss_nll 13706020.1428571437 	loss_mse 0.0074610889 	loss 13706020.1428571437 	inference time 0.0975964751 	time: 3.3680s 	
12 train	 	loss_kl -0.3507687747 	acc 0.5020833333 	auroc 0.5014422546 	loss_nll 11456728.0999999996 	loss_mse 0.0062366510 	loss 11456728.0999999996 	inference time 0.0734050393 	time: 2.1084s 	
12 validate	 	loss_kl -0.3366880076 	acc 0.5059523810 	auroc 0.4992764596 	loss_nll 13548313.6428571437 	loss_mse 0.0073752385 	loss 13548313.5714285709 	inference time 0.1052894252 	time: 3.3083s 	
13 train	 	loss_kl -0.3259793401 	acc 0.5032366071 	auroc 0.5024861684 	loss_nll 11266517.5999999996 	loss_mse 0.0061331070 	loss 11266517.5999999996 	inference time 0.0719080091 	time: 2.0884s 	
13 validate	 	loss_kl -0.3140072823 	acc 0.5059523810 	auroc 0.4989927473 	loss_nll 13159881.7857142854 	loss_mse 0.0071637899 	loss 13159881.7142857146 	inference time 0.0947465215 	time: 3.2114s 	
14 train	 	loss_kl -0.3041277528 	acc 0.5029761905 	auroc 0.5022212456 	loss_nll 11061397.8000000007 	loss_mse 0.0060214468 	loss 11061397.8000000007 	inference time 0.0729053378 	time: 2.0974s 	
14 validate	 	loss_kl -0.2932232022 	acc 0.5059523810 	auroc 0.4988202078 	loss_nll 12923721.5714285709 	loss_mse 0.0070352323 	loss 12923721.5000000000 	inference time 0.0941765990 	time: 3.3231s 	
15 train	 	loss_kl -0.2848515511 	acc 0.5030877976 	auroc 0.5024603123 	loss_nll 10823187.6999999993 	loss_mse 0.0058917734 	loss 10823187.6999999993 	inference time 0.0733025670 	time: 2.1113s 	
15 validate	 	loss_kl -0.2769155247 	acc 0.5059523810 	auroc 0.4987997118 	loss_nll 12644233.6428571437 	loss_mse 0.0068830884 	loss 12644233.5714285709 	inference time 0.1102762222 	time: 3.4129s 	
16 train	 	loss_kl -0.2703322574 	acc 0.5033110119 	auroc 0.5023886463 	loss_nll 10658732.2500000000 	loss_mse 0.0058022496 	loss 10658732.2500000000 	inference time 0.0728546619 	time: 2.1063s 	
16 validate	 	loss_kl -0.2633635657 	acc 0.5059523810 	auroc 0.4989010324 	loss_nll 12203779.4285714291 	loss_mse 0.0066433206 	loss 12203779.2857142854 	inference time 0.0837759290 	time: 3.3500s 	
17 train	 	loss_kl -0.2576416865 	acc 0.5031994048 	auroc 0.5021390012 	loss_nll 10535943.0000000000 	loss_mse 0.0057354072 	loss 10535943.0000000000 	inference time 0.0775925517 	time: 2.2101s 	
17 validate	 	loss_kl -0.2516984046 	acc 0.5059523810 	auroc 0.4987284991 	loss_nll 11964768.2142857146 	loss_mse 0.0065132110 	loss 11964768.0714285709 	inference time 0.0948891980 	time: 3.5306s 	
18 train	 	loss_kl -0.2468271293 	acc 0.5026041667 	auroc 0.5016887194 	loss_nll 10334051.9000000004 	loss_mse 0.0056255045 	loss 10334051.9000000004 	inference time 0.0739523768 	time: 2.1343s 	
18 validate	 	loss_kl -0.2412517965 	acc 0.5059523810 	auroc 0.4986373592 	loss_nll 11829692.3571428563 	loss_mse 0.0064396799 	loss 11829692.3571428563 	inference time 0.1030101095 	time: 3.4209s 	
19 train	 	loss_kl -0.2366801709 	acc 0.5026041667 	auroc 0.5019105741 	loss_nll 10219844.9000000004 	loss_mse 0.0055633342 	loss 10219844.9000000004 	inference time 0.0726061106 	time: 2.1024s 	
19 validate	 	loss_kl -0.2318704724 	acc 0.5059523810 	auroc 0.4986272564 	loss_nll 11542574.5000000000 	loss_mse 0.0062833828 	loss 11542574.5000000000 	inference time 0.0977384363 	time: 3.4667s 	
20 train	 	loss_kl -0.2275516622 	acc 0.5029761905 	auroc 0.5019898291 	loss_nll 10085940.7500000000 	loss_mse 0.0054904412 	loss 10085940.7500000000 	inference time 0.0732042789 	time: 2.1084s 	
20 validate	 	loss_kl -0.2228253633 	acc 0.5059523810 	auroc 0.4987388507 	loss_nll 11481912.3571428563 	loss_mse 0.0062503604 	loss 11481912.3571428563 	inference time 0.1008729935 	time: 3.4199s 	
21 train	 	loss_kl -0.2187861547 	acc 0.5034226190 	auroc 0.5023339388 	loss_nll 9911069.5500000007 	loss_mse 0.0053952474 	loss 9911069.5500000007 	inference time 0.0752487302 	time: 2.1562s 	
21 validate	 	loss_kl -0.2144323736 	acc 0.5059523810 	auroc 0.4986882811 	loss_nll 11270397.7857142854 	loss_mse 0.0061352190 	loss 11270397.7857142854 	inference time 0.0867676054 	time: 3.5056s 	
22 train	 	loss_kl -0.2109618172 	acc 0.5047247024 	auroc 0.5036135732 	loss_nll 9801557.8000000007 	loss_mse 0.0053356329 	loss 9801557.8000000007 	inference time 0.0758985639 	time: 2.1642s 	
22 validate	 	loss_kl -0.2072646022 	acc 0.5059523810 	auroc 0.4986877528 	loss_nll 11212569.7857142854 	loss_mse 0.0061037394 	loss 11212569.7857142854 	inference time 0.1082824639 	time: 3.4667s 	
23 train	 	loss_kl -0.2041931927 	acc 0.5028645833 	auroc 0.5014568875 	loss_nll 9752083.7500000000 	loss_mse 0.0053087012 	loss 9752083.7500000000 	inference time 0.0742497921 	time: 2.1223s 	
23 validate	 	loss_kl -0.2008795142 	acc 0.5059523810 	auroc 0.4981507935 	loss_nll 11101160.2857142854 	loss_mse 0.0060430922 	loss 11101160.2857142854 	inference time 0.1139809745 	time: 3.4707s 	
24 train	 	loss_kl -0.1982906207 	acc 0.5028645833 	auroc 0.5012745777 	loss_nll 9637792.8499999996 	loss_mse 0.0052464850 	loss 9637792.8499999996 	inference time 0.0748981118 	time: 2.1522s 	
24 validate	 	loss_kl -0.1953568310 	acc 0.5059523810 	auroc 0.4990216642 	loss_nll 10945749.9285714291 	loss_mse 0.0059584921 	loss 10945749.9285714291 	inference time 0.1122709683 	time: 3.5276s 	
25 train	 	loss_kl -0.1926363602 	acc 0.5023809524 	auroc 0.5005299824 	loss_nll 9441782.8249999993 	loss_mse 0.0051397837 	loss 9441782.8249999993 	inference time 0.0746506214 	time: 2.1423s 	
25 validate	 	loss_kl -0.1899104863 	acc 0.5059523810 	auroc 0.4991737355 	loss_nll 10660406.8571428563 	loss_mse 0.0058031609 	loss 10660406.8571428563 	inference time 0.1079971450 	time: 3.5335s 	
26 train	 	loss_kl -0.1879136309 	acc 0.5033854167 	auroc 0.5013895439 	loss_nll 9339529.1500000004 	loss_mse 0.0050841204 	loss 9339529.1500000004 	inference time 0.0755481958 	time: 2.1742s 	
26 validate	 	loss_kl -0.1857763635 	acc 0.5059523810 	auroc 0.4992446758 	loss_nll 10496436.7857142854 	loss_mse 0.0057139015 	loss 10496436.7857142854 	inference time 0.1045762811 	time: 3.5146s 	
27 train	 	loss_kl -0.1839153290 	acc 0.5035342262 	auroc 0.5014310172 	loss_nll 9191275.5250000004 	loss_mse 0.0050034162 	loss 9191275.5250000004 	inference time 0.0760462880 	time: 2.1662s 	
27 validate	 	loss_kl -0.1818756887 	acc 0.5059523810 	auroc 0.4990724558 	loss_nll 10507106.7857142854 	loss_mse 0.0057197095 	loss 10507106.7857142854 	inference time 0.1060022286 	time: 3.4927s 	
28 train	 	loss_kl -0.1801376559 	acc 0.5023065476 	auroc 0.4999586354 	loss_nll 9089787.0000000000 	loss_mse 0.0049481693 	loss 9089787.0000000000 	inference time 0.0757974029 	time: 2.1772s 	
28 validate	 	loss_kl -0.1784092486 	acc 0.5059523810 	auroc 0.4992344518 	loss_nll 10350423.9285714291 	loss_mse 0.0056344170 	loss 10350423.9285714291 	inference time 0.1134105750 	time: 3.5774s 	
29 train	 	loss_kl -0.1772383608 	acc 0.5031994048 	auroc 0.5006831633 	loss_nll 9005842.2750000004 	loss_mse 0.0049024725 	loss 9005842.2750000004 	inference time 0.0746489406 	time: 2.1581s 	
29 validate	 	loss_kl -0.1759674996 	acc 0.5059523810 	auroc 0.4992038797 	loss_nll 10215872.0714285709 	loss_mse 0.0055611715 	loss 10215872.0714285709 	inference time 0.0963136469 	time: 3.5824s 	
30 train	 	loss_kl -0.1751329154 	acc 0.5029761905 	auroc 0.5001258475 	loss_nll 8866512.5000000000 	loss_mse 0.0048266262 	loss 8866512.5000000000 	inference time 0.0756481290 	time: 2.1692s 	
30 validate	 	loss_kl -0.1743373722 	acc 0.5059523810 	auroc 0.4992342365 	loss_nll 10138106.0714285709 	loss_mse 0.0055188384 	loss 10138106.0714285709 	inference time 0.1044347967 	time: 3.5425s 	
31 train	 	loss_kl -0.1736840062 	acc 0.5032738095 	auroc 0.5008449146 	loss_nll 8703310.6250000000 	loss_mse 0.0047377848 	loss 8703310.6250000000 	inference time 0.0746502995 	time: 2.1463s 	
31 validate	 	loss_kl -0.1737136245 	acc 0.5059523810 	auroc 0.4996494312 	loss_nll 10236398.5000000000 	loss_mse 0.0055723453 	loss 10236398.5000000000 	inference time 0.1151190826 	time: 3.5355s 	
32 train	 	loss_kl -0.1751712106 	acc 0.5028645833 	auroc 0.5003557273 	loss_nll 8627565.4250000007 	loss_mse 0.0046965515 	loss 8627565.4250000007 	inference time 0.0748497605 	time: 2.1512s 	
32 validate	 	loss_kl -0.1777817905 	acc 0.5059523810 	auroc 0.5001049203 	loss_nll 9983956.5714285709 	loss_mse 0.0054349247 	loss 9983956.5714285709 	inference time 0.0958865711 	time: 3.6054s 	
33 train	 	loss_kl -0.1818737566 	acc 0.5037202381 	auroc 0.5009762786 	loss_nll 8489140.0000000000 	loss_mse 0.0046211975 	loss 8489140.0000000000 	inference time 0.0761961937 	time: 2.1652s 	
33 validate	 	loss_kl -0.1877731191 	acc 0.5059523810 	auroc 0.4995377650 	loss_nll 10128087.0000000000 	loss_mse 0.0055133844 	loss 10128087.0000000000 	inference time 0.1020130089 	time: 3.6273s 	
34 train	 	loss_kl -0.1984222993 	acc 0.5033110119 	auroc 0.5002978638 	loss_nll 8517494.5500000007 	loss_mse 0.0046366328 	loss 8517494.5500000007 	inference time 0.0768446803 	time: 2.2001s 	
34 validate	 	loss_kl -0.2155599892 	acc 0.5059523810 	auroc 0.4997803312 	loss_nll 10019137.6428571437 	loss_mse 0.0054540760 	loss 10019137.6428571437 	inference time 0.0901869706 	time: 3.7270s 	
35 train	 	loss_kl -0.2311275221 	acc 0.5031250000 	auroc 0.4993474089 	loss_nll 8343288.9749999996 	loss_mse 0.0045418012 	loss 8343288.9749999996 	inference time 0.0768944144 	time: 2.1941s 	
35 validate	 	loss_kl -0.2354614820 	acc 0.5048894558 	auroc 0.4998816604 	loss_nll 9759448.7142857146 	loss_mse 0.0053127102 	loss 9759448.7142857146 	inference time 0.1218169757 	time: 3.6772s 	
36 train	 	loss_kl -0.2037784927 	acc 0.5024553571 	auroc 0.4985368265 	loss_nll 7961186.4249999998 	loss_mse 0.0043337977 	loss 7961186.4249999998 	inference time 0.0773934364 	time: 2.2021s 	
36 validate	 	loss_kl -0.1698798388 	acc 0.5048894558 	auroc 0.4998512474 	loss_nll 9280490.1428571437 	loss_mse 0.0050519814 	loss 9280490.1428571437 	inference time 0.1215318612 	time: 3.7619s 	
37 train	 	loss_kl -0.1573351093 	acc 0.5031622024 	auroc 0.4983964594 	loss_nll 7492638.9249999998 	loss_mse 0.0040787364 	loss 7492638.9249999998 	inference time 0.0759453893 	time: 2.1682s 	
37 validate	 	loss_kl -0.1495791972 	acc 0.5048894558 	auroc 0.5000439195 	loss_nll 8818289.9285714291 	loss_mse 0.0048003756 	loss 8818289.9285714291 	inference time 0.1117012501 	time: 3.6323s 	
38 train	 	loss_kl -0.1482984222 	acc 0.5029017857 	auroc 0.4982492775 	loss_nll 7028850.8250000002 	loss_mse 0.0038262662 	loss 7028850.8250000002 	inference time 0.0811820626 	time: 2.3577s 	
38 validate	 	loss_kl -0.1485633680 	acc 0.5048894558 	auroc 0.5002161593 	loss_nll 8876452.0000000000 	loss_mse 0.0048320372 	loss 8876452.0000000000 	inference time 0.0893363953 	time: 3.8038s 	
39 train	 	loss_kl -0.1513207480 	acc 0.5035342262 	auroc 0.4988181686 	loss_nll 7062764.5999999996 	loss_mse 0.0038447276 	loss 7062764.5999999996 	inference time 0.0786384583 	time: 2.2190s 	
39 validate	 	loss_kl -0.1561630198 	acc 0.5048894558 	auroc 0.5006517940 	loss_nll 8787984.4285714291 	loss_mse 0.0047838782 	loss 8787984.4285714291 	inference time 0.0944622585 	time: 3.7061s 	
40 train	 	loss_kl -0.1641205512 	acc 0.5033854167 	auroc 0.4983579306 	loss_nll 7681350.7249999996 	loss_mse 0.0041814647 	loss 7681350.7249999996 	inference time 0.0778399467 	time: 2.2160s 	
40 validate	 	loss_kl -0.1777298599 	acc 0.5048894558 	auroc 0.5014419785 	loss_nll 8092950.7142857146 	loss_mse 0.0044055255 	loss 8092950.6785714282 	inference time 0.1042927674 	time: 3.7500s 	
41 train	 	loss_kl -0.2043852948 	acc 0.5030505952 	auroc 0.4986377339 	loss_nll 6698863.5250000004 	loss_mse 0.0036466323 	loss 6698863.5250000004 	inference time 0.0784381986 	time: 2.2270s 	
41 validate	 	loss_kl -0.2429145277 	acc 0.5048894558 	auroc 0.5018471980 	loss_nll 8149660.0714285718 	loss_mse 0.0044363963 	loss 8149660.0357142854 	inference time 0.1078543663 	time: 3.6961s 	
42 train	 	loss_kl -0.2799498588 	acc 0.5028645833 	auroc 0.4980059965 	loss_nll 6019211.8750000000 	loss_mse 0.0032766531 	loss 6019211.4249999998 	inference time 0.0754983783 	time: 2.1582s 	
42 validate	 	loss_kl -0.3007899821 	acc 0.5034013605 	auroc 0.5018674921 	loss_nll 7211852.5714285718 	loss_mse 0.0039258859 	loss 7211852.3214285718 	inference time 0.1067149639 	time: 3.7290s 	
43 train	 	loss_kl -0.2635103315 	acc 0.5036458333 	auroc 0.4980120159 	loss_nll 5423372.2249999996 	loss_mse 0.0029522985 	loss 5423371.9000000004 	inference time 0.0807839036 	time: 2.3577s 	
43 validate	 	loss_kl -0.2230172306 	acc 0.5034013605 	auroc 0.5017156331 	loss_nll 6697224.3214285718 	loss_mse 0.0036457399 	loss 6697224.2857142854 	inference time 0.1151205812 	time: 3.9085s 	
44 train	 	loss_kl -0.2031959832 	acc 0.5042782738 	auroc 0.4983006448 	loss_nll 5308845.7999999998 	loss_mse 0.0028899541 	loss 5308845.7999999998 	inference time 0.0841238737 	time: 2.4464s 	
44 validate	 	loss_kl -0.1850268947 	acc 0.5034013605 	auroc 0.5018175442 	loss_nll 8404454.7857142854 	loss_mse 0.0045750979 	loss 8404454.7857142854 	inference time 0.1015855925 	time: 3.7340s 	
45 train	 	loss_kl -0.1714843467 	acc 0.5039434524 	auroc 0.4984567008 	loss_nll 5508438.5499999998 	loss_mse 0.0029986056 	loss 5508438.5499999998 	inference time 0.0791880965 	time: 2.3208s 	
45 validate	 	loss_kl -0.1559925548 	acc 0.5034013605 	auroc 0.5022022427 	loss_nll 6520449.0000000000 	loss_mse 0.0035495095 	loss 6520448.9642857146 	inference time 0.1179703644 	time: 3.7899s 	
46 train	 	loss_kl -0.1465827644 	acc 0.5038690476 	auroc 0.4976899231 	loss_nll 4815788.8125000000 	loss_mse 0.0026215507 	loss 4815788.7999999998 	inference time 0.0845737815 	time: 2.4445s 	
46 validate	 	loss_kl -0.1375272721 	acc 0.5034013605 	auroc 0.5016044966 	loss_nll 6123477.6785714282 	loss_mse 0.0033334120 	loss 6123477.6071428573 	inference time 0.1161182608 	time: 3.7500s 	
47 train	 	loss_kl -0.1293576542 	acc 0.5043526786 	auroc 0.4987725695 	loss_nll 4613976.0499999998 	loss_mse 0.0025116908 	loss 4613976.0250000004 	inference time 0.0814323664 	time: 2.3746s 	
47 validate	 	loss_kl -0.1215017736 	acc 0.5034013605 	auroc 0.5015437276 	loss_nll 5996723.5714285718 	loss_mse 0.0032644112 	loss 5996723.5714285718 	inference time 0.1098490102 	time: 3.7619s 	
48 train	 	loss_kl -0.1154614724 	acc 0.5038690476 	auroc 0.4983314243 	loss_nll 4517681.0125000002 	loss_mse 0.0024592711 	loss 4517681.0125000002 	inference time 0.0803335786 	time: 2.3457s 	
48 validate	 	loss_kl -0.1089242548 	acc 0.5034013605 	auroc 0.5013620618 	loss_nll 6074205.8214285718 	loss_mse 0.0033065899 	loss 6074205.8214285718 	inference time 0.1054322720 	time: 3.7508s 	
49 train	 	loss_kl -0.1051096704 	acc 0.5027901786 	auroc 0.4981214751 	loss_nll 4395633.7625000002 	loss_mse 0.0023928328 	loss 4395633.7625000002 	inference time 0.0845725060 	time: 2.4494s 	
49 validate	 	loss_kl -0.1018162295 	acc 0.5034013605 	auroc 0.5016153968 	loss_nll 5714293.5357142854 	loss_mse 0.0031106660 	loss 5714293.5357142854 	inference time 0.1249516351 	time: 3.8681s 	
50 train	 	loss_kl -0.0993323956 	acc 0.5043526786 	auroc 0.4998729573 	loss_nll 4269388.8250000002 	loss_mse 0.0023241093 	loss 4269388.8250000002 	inference time 0.0884121776 	time: 2.5741s 	
50 validate	 	loss_kl -0.0962415699 	acc 0.5034013605 	auroc 0.5016253737 	loss_nll 5628288.3214285718 	loss_mse 0.0030638479 	loss 5628288.3214285718 	inference time 0.1058595862 	time: 3.6532s 	
51 train	 	loss_kl -0.0935730416 	acc 0.5048363095 	auroc 0.5000783181 	loss_nll 4261903.6500000004 	loss_mse 0.0023200347 	loss 4261903.6500000004 	inference time 0.0894590735 	time: 2.5731s 	
51 validate	 	loss_kl -0.0908738321 	acc 0.5034013605 	auroc 0.5016563753 	loss_nll 5584163.0357142854 	loss_mse 0.0030398274 	loss 5584163.0357142854 	inference time 0.1213896275 	time: 3.7450s 	
52 train	 	loss_kl -0.0897790879 	acc 0.5055059524 	auroc 0.5008859091 	loss_nll 4274577.4500000002 	loss_mse 0.0023269339 	loss 4274577.4500000002 	inference time 0.0861682653 	time: 2.5063s 	
52 validate	 	loss_kl -0.0874805003 	acc 0.5034013605 	auroc 0.5018996552 	loss_nll 5572453.4642857146 	loss_mse 0.0030334531 	loss 5572453.4642857146 	inference time 0.1273730142 	time: 3.7859s 	
53 train	 	loss_kl -0.0842126753 	acc 0.5039062500 	auroc 0.4994306827 	loss_nll 4232896.8375000004 	loss_mse 0.0023042443 	loss 4232896.8375000004 	inference time 0.0858686447 	time: 2.4863s 	
53 validate	 	loss_kl -0.0818792582 	acc 0.5034013605 	auroc 0.5015554292 	loss_nll 5402816.8928571427 	loss_mse 0.0029411088 	loss 5402816.8928571427 	inference time 0.1192525114 	time: 3.7589s 	
54 train	 	loss_kl -0.0806565549 	acc 0.5033854167 	auroc 0.4989688513 	loss_nll 4088149.5625000000 	loss_mse 0.0022254489 	loss 4088149.5625000000 	inference time 0.0811333418 	time: 2.3677s 	
54 validate	 	loss_kl -0.0788819492 	acc 0.5034013605 	auroc 0.5006032403 	loss_nll 5416345.0000000000 	loss_mse 0.0029484732 	loss 5416345.0000000000 	inference time 0.1018705709 	time: 3.7759s 	
55 train	 	loss_kl -0.0781392004 	acc 0.5043898810 	auroc 0.5005186111 	loss_nll 3987995.2999999998 	loss_mse 0.0021709283 	loss 3987995.2999999998 	inference time 0.0907573104 	time: 2.6020s 	
