Namespace(seed=969491451, GPU_to_use=None, epochs=100, batch_size=32, lr=0.0005, lr_decay=200, gamma=0.5, training_samples=1096, test_samples=365, shuffle_traindata=True, prediction_steps=10, encoder_hidden=256, decoder_hidden=256, encoder='mlp', decoder='mlp', prior=1, edge_types=2, dont_use_encoder=True, lr_z=0.1, global_temp=False, load_temperatures=False, alpha=2, num_cats=3, unobserved=0, model_unobserved=0, dont_shuffle_unobserved=False, teacher_forcing=0, suffix='_energy_DE_1d', timesteps=24, num_atoms=7, dims=10, datadir='./data', save_folder='logs', expername='', sym_save_folder='../logs', load_folder='', test_time_adapt=False, lr_logits=0.01, num_tta_steps=100, dont_skip_first=False, temp=0.5, hard=False, no_validate=False, no_cuda=False, var=5e-07, encoder_dropout=0.0, decoder_dropout=0.0, no_factor=False, f='C:\\Users\\GwenH\\AppData\\Roaming\\jupyter\\runtime\\kernel-204e35d8-5abf-4cde-8c16-c5199476a4e0.json', test=True, device=device(type='cuda', index=0), cuda=True, factor=True, validate=True, shuffle_unobserved=True, skip_first=True, use_encoder=False, time='20221109-163905', num_GPU=1, batch_size_multiGPU=32, log_path='logs\\20221109-163905')
None
DataParallel(
  (module): MLPDecoder(
    (msg_fc1): ModuleList(
      (0): Linear(in_features=20, out_features=256, bias=True)
      (1): Linear(in_features=20, out_features=256, bias=True)
    )
    (msg_fc2): ModuleList(
      (0): Linear(in_features=256, out_features=256, bias=True)
      (1): Linear(in_features=256, out_features=256, bias=True)
    )
    (out_fc1): Linear(in_features=266, out_features=256, bias=True)
    (out_fc2): Linear(in_features=256, out_features=256, bias=True)
    (out_fc3): Linear(in_features=256, out_features=10, bias=True)
  )
)
0 train	 	loss_kl -2.9161063194 	acc 0.4991284014 	auroc 0.4971047176 	loss_nll 15509436.4428571425 	loss_mse 0.0674323303 	loss 15509433.4714285713 	inference time 0.0370872361 	time: 1.8396s 	
9 validate	 	loss_kl -0.3171337545 	acc 0.4973004426 	auroc 0.4948062411 	loss_nll 1072691.7656250000 	loss_mse 0.0046638771 	loss 1072691.4166666667 	inference time 0.0565986633 	time: 3.2543s 	
10 train	 	loss_kl -0.3009116028 	acc 0.4981079932 	auroc 0.4972282855 	loss_nll 696015.9339285714 	loss_mse 0.0030261560 	loss 696015.6214285714 	inference time 0.0256743022 	time: 1.4701s 	
10 validate	 	loss_kl -0.2969686066 	acc 0.4973004426 	auroc 0.4942483996 	loss_nll 1107613.6041666667 	loss_mse 0.0048157111 	loss 1107613.3281250000 	inference time 0.0429690480 	time: 3.2523s 	
11 train	 	loss_kl -0.2940564428 	acc 0.4983630952 	auroc 0.4969323828 	loss_nll 671223.2357142858 	loss_mse 0.0029183618 	loss 671222.9250000000 	inference time 0.0253026417 	time: 1.4551s 	
11 validate	 	loss_kl -0.2769282460 	acc 0.4986931471 	auroc 0.4947153089 	loss_nll 1031232.2552083334 	loss_mse 0.0044836183 	loss 1031232.0052083334 	inference time 0.0622502168 	time: 3.2214s 	
12 train	 	loss_kl -0.2302155823 	acc 0.4978741497 	auroc 0.4965921955 	loss_nll 615266.5812500000 	loss_mse 0.0026750720 	loss 615266.3535714286 	inference time 0.0253312724 	time: 1.5039s 	
12 validate	 	loss_kl -0.1724706590 	acc 0.4986931471 	auroc 0.4940934841 	loss_nll 929502.6875000000 	loss_mse 0.0040413159 	loss 929502.5156250000 	inference time 0.0470410983 	time: 3.2114s 	
13 train	 	loss_kl -0.1358573220 	acc 0.4981292517 	auroc 0.4969158274 	loss_nll 567480.6232142857 	loss_mse 0.0024673069 	loss 567480.4892857143 	inference time 0.0259307316 	time: 1.5100s 	
13 validate	 	loss_kl -0.1150091439 	acc 0.4986931471 	auroc 0.4939019064 	loss_nll 794490.5312500000 	loss_mse 0.0034543063 	loss 794490.4062500000 	inference time 0.0424684286 	time: 3.1645s 	
14 train	 	loss_kl -0.1059988116 	acc 0.4987032313 	auroc 0.4976227266 	loss_nll 527766.1991071429 	loss_mse 0.0022946355 	loss 527766.0830357143 	inference time 0.0263296059 	time: 1.5419s 	
14 validate	 	loss_kl -0.0979705819 	acc 0.4986931471 	auroc 0.4942349046 	loss_nll 790732.4114583334 	loss_mse 0.0034379669 	loss 790732.2864583334 	inference time 0.0486197869 	time: 3.2862s 	
15 train	 	loss_kl -0.0882438915 	acc 0.4981292517 	auroc 0.4974034633 	loss_nll 518218.1517857143 	loss_mse 0.0022531222 	loss 518218.0642857143 	inference time 0.0261301586 	time: 1.5080s 	
15 validate	 	loss_kl -0.0789367699 	acc 0.4986931471 	auroc 0.4940694743 	loss_nll 763160.4375000000 	loss_mse 0.0033180886 	loss 763160.3697916666 	inference time 0.0461277366 	time: 3.2842s 	
16 train	 	loss_kl -0.0751595861 	acc 0.4985119048 	auroc 0.4969854871 	loss_nll 501587.9758928571 	loss_mse 0.0021808171 	loss 501587.9116071428 	inference time 0.0251899311 	time: 1.4761s 	
16 validate	 	loss_kl -0.0714963221 	acc 0.4986931471 	auroc 0.4955610211 	loss_nll 749845.3619791666 	loss_mse 0.0032601971 	loss 749845.2890625000 	inference time 0.0585099260 	time: 3.2184s 	
17 train	 	loss_kl -0.0680700543 	acc 0.4987032313 	auroc 0.4977059626 	loss_nll 508664.8348214286 	loss_mse 0.0022115861 	loss 508664.7723214286 	inference time 0.0257027694 	time: 1.4930s 	
17 validate	 	loss_kl -0.0649931654 	acc 0.4986931471 	auroc 0.4959867072 	loss_nll 1015872.8593750000 	loss_mse 0.0044168381 	loss 1015872.7708333334 	inference time 0.0484537880 	time: 3.2393s 	
18 train	 	loss_kl -0.0627451911 	acc 0.4986394558 	auroc 0.4981143148 	loss_nll 513930.1821428572 	loss_mse 0.0022344789 	loss 513930.1196428572 	inference time 0.0265292576 	time: 1.5419s 	
18 validate	 	loss_kl -0.0603657660 	acc 0.4986931471 	auroc 0.4950060863 	loss_nll 743437.2135416666 	loss_mse 0.0032323356 	loss 743437.1510416666 	inference time 0.0612527331 	time: 3.4298s 	
19 train	 	loss_kl -0.0577003938 	acc 0.4989583333 	auroc 0.4975669592 	loss_nll 476875.5696428571 	loss_mse 0.0020733719 	loss 476875.5071428571 	inference time 0.0267558098 	time: 1.5498s 	
19 validate	 	loss_kl -0.0551283543 	acc 0.4986931471 	auroc 0.4955920611 	loss_nll 704132.1484375000 	loss_mse 0.0030614439 	loss 704132.0859375000 	inference time 0.0474566023 	time: 3.8826s 	
20 train	 	loss_kl -0.0529161465 	acc 0.4990221088 	auroc 0.4981592095 	loss_nll 460918.9696428571 	loss_mse 0.0020039954 	loss 460918.9071428571 	inference time 0.0271844319 	time: 1.5758s 	
20 validate	 	loss_kl -0.0505869572 	acc 0.4986931471 	auroc 0.4953736417 	loss_nll 713962.3177083334 	loss_mse 0.0031041838 	loss 713962.2552083334 	inference time 0.0395608743 	time: 3.2713s 	
21 train	 	loss_kl -0.0489265922 	acc 0.4979379252 	auroc 0.4971448665 	loss_nll 452210.2642857143 	loss_mse 0.0019661315 	loss 452210.2017857143 	inference time 0.0282956736 	time: 1.6436s 	
21 validate	 	loss_kl -0.0474652157 	acc 0.4986931471 	auroc 0.4959702108 	loss_nll 700027.5729166666 	loss_mse 0.0030435980 	loss 700027.5104166666 	inference time 0.0437989235 	time: 3.3879s 	
22 train	 	loss_kl -0.0460016280 	acc 0.4988307823 	auroc 0.4972388474 	loss_nll 451871.5705357143 	loss_mse 0.0019646588 	loss 451871.5303571429 	inference time 0.0271656036 	time: 1.5704s 	
22 validate	 	loss_kl -0.0439090841 	acc 0.4986931471 	auroc 0.4967527825 	loss_nll 667429.3515625000 	loss_mse 0.0029018667 	loss 667429.2968750000 	inference time 0.0396445990 	time: 3.2962s 	
23 train	 	loss_kl -0.0425477072 	acc 0.4987032313 	auroc 0.4979686575 	loss_nll 439824.9125000000 	loss_mse 0.0019122821 	loss 439824.8812500000 	inference time 0.0275063719 	time: 1.6037s 	
23 validate	 	loss_kl -0.0412225199 	acc 0.4986931471 	auroc 0.4966784078 	loss_nll 671378.0651041666 	loss_mse 0.0029190348 	loss 671378.0104166666 	inference time 0.0438822707 	time: 3.3331s 	
24 train	 	loss_kl -0.0397914511 	acc 0.4980654762 	auroc 0.4972547418 	loss_nll 428964.7526785714 	loss_mse 0.0018650640 	loss 428964.7214285714 	inference time 0.0263866629 	time: 1.5279s 	
24 validate	 	loss_kl -0.0381078422 	acc 0.4986931471 	auroc 0.4963746640 	loss_nll 645611.4218750000 	loss_mse 0.0028070060 	loss 645611.3671875000 	inference time 0.0610039234 	time: 3.5063s 	
25 train	 	loss_kl -0.0369804785 	acc 0.4985756803 	auroc 0.4979606707 	loss_nll 418191.2339285715 	loss_mse 0.0018182227 	loss 418191.2026785715 	inference time 0.0270718915 	time: 1.5568s 	
25 validate	 	loss_kl -0.0359392315 	acc 0.4986931471 	auroc 0.4961688822 	loss_nll 699320.1041666666 	loss_mse 0.0030405219 	loss 699320.0494791666 	inference time 0.0507808526 	time: 3.2463s 	
26 train	 	loss_kl -0.0353447684 	acc 0.4985119048 	auroc 0.4982947262 	loss_nll 449767.1366071429 	loss_mse 0.0019555092 	loss 449767.1026785714 	inference time 0.0270126207 	time: 1.5767s 	
26 validate	 	loss_kl -0.0345349756 	acc 0.4986931471 	auroc 0.4961316108 	loss_nll 673508.6302083334 	loss_mse 0.0029282982 	loss 673508.5755208334 	inference time 0.0551856558 	time: 3.3670s 	
27 train	 	loss_kl -0.0338809707 	acc 0.4987670068 	auroc 0.4982781514 	loss_nll 425710.2401785714 	loss_mse 0.0018509140 	loss 425710.2089285714 	inference time 0.0277188846 	time: 1.6246s 	
27 validate	 	loss_kl -0.0333543345 	acc 0.4986931471 	auroc 0.4956763498 	loss_nll 676118.0078125000 	loss_mse 0.0029396434 	loss 676117.9505208334 	inference time 0.0500330528 	time: 3.3569s 	
28 train	 	loss_kl -0.0328852144 	acc 0.4987032313 	auroc 0.4980430552 	loss_nll 418156.6026785714 	loss_mse 0.0018180721 	loss 418156.5714285714 	inference time 0.0274124077 	time: 1.5997s 	
28 validate	 	loss_kl -0.0324235223 	acc 0.4986931471 	auroc 0.4956880455 	loss_nll 659916.7864583334 	loss_mse 0.0028692033 	loss 659916.7317708334 	inference time 0.0425551931 	time: 3.3411s 	
29 train	 	loss_kl -0.0318505236 	acc 0.4984481293 	auroc 0.4980947847 	loss_nll 412665.7544642857 	loss_mse 0.0017941988 	loss 412665.7232142857 	inference time 0.0262443611 	time: 1.5458s 	
29 validate	 	loss_kl -0.0310125814 	acc 0.4986931471 	auroc 0.4957437726 	loss_nll 652753.1197916666 	loss_mse 0.0028380568 	loss 652753.1119791666 	inference time 0.0573469202 	time: 3.3780s 	
30 train	 	loss_kl -0.0304500734 	acc 0.4989583333 	auroc 0.4983229960 	loss_nll 413286.0267857143 	loss_mse 0.0017968956 	loss 413285.9955357143 	inference time 0.0288288457 	time: 1.6720s 	
30 validate	 	loss_kl -0.0298561769 	acc 0.4986931471 	auroc 0.4953414112 	loss_nll 624660.9661458334 	loss_mse 0.0027159171 	loss 624660.9531250000 	inference time 0.0440546672 	time: 3.3969s 	
31 train	 	loss_kl -0.0294516382 	acc 0.4981292517 	auroc 0.4978296274 	loss_nll 410030.8714285714 	loss_mse 0.0017827428 	loss 410030.8401785714 	inference time 0.0268416268 	time: 1.5658s 	
31 validate	 	loss_kl -0.0289284140 	acc 0.4986931471 	auroc 0.4954114768 	loss_nll 725219.3854166666 	loss_mse 0.0031531277 	loss 725219.3776041666 	inference time 0.0506148338 	time: 3.4185s 	
32 train	 	loss_kl -0.0283954234 	acc 0.4993409864 	auroc 0.4998402970 	loss_nll 424513.8071428572 	loss_mse 0.0018457121 	loss 424513.7758928572 	inference time 0.0266716480 	time: 1.5479s 	
32 validate	 	loss_kl -0.0278101601 	acc 0.4986931471 	auroc 0.4958468939 	loss_nll 629913.9244791666 	loss_mse 0.0027387560 	loss 629913.9114583334 	inference time 0.0612529715 	time: 3.2932s 	
33 train	 	loss_kl -0.0274190879 	acc 0.4990858844 	auroc 0.4988681502 	loss_nll 398352.9187500000 	loss_mse 0.0017319691 	loss 398352.8883928572 	inference time 0.0266995839 	time: 1.5509s 	
33 validate	 	loss_kl -0.0269795414 	acc 0.4986931471 	auroc 0.4961510201 	loss_nll 642811.0442708334 	loss_mse 0.0027948304 	loss 642811.0338541666 	inference time 0.0529504617 	time: 3.3710s 	
34 train	 	loss_kl -0.0265035525 	acc 0.4993409864 	auroc 0.4997082491 	loss_nll 398786.0250000000 	loss_mse 0.0017338522 	loss 398785.9937500000 	inference time 0.0276547773 	time: 1.6551s 	
34 validate	 	loss_kl -0.0259048118 	acc 0.4986931471 	auroc 0.4963852582 	loss_nll 613661.6119791666 	loss_mse 0.0026680937 	loss 613661.6015625000 	inference time 0.0469578703 	time: 3.4519s 	
35 train	 	loss_kl -0.0250250452 	acc 0.4983205782 	auroc 0.4979958217 	loss_nll 394299.3723214286 	loss_mse 0.0017143450 	loss 394299.3410714286 	inference time 0.0290264470 	time: 1.6602s 	
35 validate	 	loss_kl -0.0241316167 	acc 0.4986931471 	auroc 0.4959011219 	loss_nll 640936.3411458334 	loss_mse 0.0027866795 	loss 640936.3307291666 	inference time 0.0535236001 	time: 3.3111s 	
36 train	 	loss_kl -0.0237403530 	acc 0.4980654762 	auroc 0.4979137959 	loss_nll 389006.5803571428 	loss_mse 0.0016913328 	loss 389006.5491071428 	inference time 0.0268704823 	time: 1.5867s 	
36 validate	 	loss_kl -0.0232682157 	acc 0.4986931471 	auroc 0.4963866760 	loss_nll 623144.8281250000 	loss_mse 0.0027093251 	loss 623144.8177083334 	inference time 0.0556843877 	time: 3.3738s 	
37 train	 	loss_kl -0.0228418145 	acc 0.4981292517 	auroc 0.4976967971 	loss_nll 392408.6169642857 	loss_mse 0.0017061243 	loss 392408.5857142857 	inference time 0.0263011660 	time: 1.5309s 	
37 validate	 	loss_kl -0.0224703605 	acc 0.4986931471 	auroc 0.4962481178 	loss_nll 664750.7942708334 	loss_mse 0.0028902206 	loss 664750.7864583334 	inference time 0.0448799729 	time: 3.5057s 	
38 train	 	loss_kl -0.0219644871 	acc 0.4987032313 	auroc 0.4985939409 	loss_nll 395840.8785714286 	loss_mse 0.0017210472 	loss 395840.8473214286 	inference time 0.0305850233 	time: 1.8351s 	
38 validate	 	loss_kl -0.0214300584 	acc 0.4986931471 	auroc 0.4970238768 	loss_nll 622945.6432291666 	loss_mse 0.0027084591 	loss 622945.6328125000 	inference time 0.0557674567 	time: 3.3790s 	
39 train	 	loss_kl -0.0212215627 	acc 0.4987670068 	auroc 0.4982161764 	loss_nll 384522.2598214286 	loss_mse 0.0016718358 	loss 384522.2285714286 	inference time 0.0266430855 	time: 1.5379s 	
39 validate	 	loss_kl -0.0209848935 	acc 0.4986931471 	auroc 0.4966799579 	loss_nll 618210.7161458334 	loss_mse 0.0026878724 	loss 618210.7057291666 	inference time 0.0477889578 	time: 3.3361s 	
40 train	 	loss_kl -0.0205882431 	acc 0.4990858844 	auroc 0.4990348520 	loss_nll 382757.6687500000 	loss_mse 0.0016641637 	loss 382757.6375000000 	inference time 0.0286494528 	time: 1.6644s 	
40 validate	 	loss_kl -0.0201043189 	acc 0.4986931471 	auroc 0.4964453226 	loss_nll 594373.7213541666 	loss_mse 0.0025842334 	loss 594373.7083333334 	inference time 0.0477059881 	time: 3.4408s 	
41 train	 	loss_kl -0.0196294797 	acc 0.4986394558 	auroc 0.4985527819 	loss_nll 379244.7267857143 	loss_mse 0.0016488900 	loss 379244.6955357143 	inference time 0.0277820383 	time: 1.6715s 	
41 validate	 	loss_kl -0.0192591492 	acc 0.4986931471 	auroc 0.4962208167 	loss_nll 656587.4453125000 	loss_mse 0.0028547278 	loss 656587.4375000000 	inference time 0.0447138548 	time: 3.3690s 	
42 train	 	loss_kl -0.0191092941 	acc 0.4992772109 	auroc 0.4995268816 	loss_nll 388251.1250000000 	loss_mse 0.0016880483 	loss 388251.0937500000 	inference time 0.0272416183 	time: 1.6107s 	
42 validate	 	loss_kl -0.0188204702 	acc 0.4986931471 	auroc 0.4955947803 	loss_nll 727002.0026041666 	loss_mse 0.0031608781 	loss 727001.9973958334 	inference time 0.0516950687 	time: 3.4328s 	
43 train	 	loss_kl -0.0184157707 	acc 0.4980654762 	auroc 0.4977441604 	loss_nll 387232.0196428571 	loss_mse 0.0016836174 	loss 387231.9883928571 	inference time 0.0265290533 	time: 1.5628s 	
43 validate	 	loss_kl -0.0181939228 	acc 0.4986931471 	auroc 0.4947503762 	loss_nll 622582.6041666666 	loss_mse 0.0027068807 	loss 622582.5911458334 	inference time 0.0646602909 	time: 3.3810s 	
44 train	 	loss_kl -0.0180481369 	acc 0.4974914966 	auroc 0.4973417204 	loss_nll 378010.2928571429 	loss_mse 0.0016435229 	loss 378010.2616071429 	inference time 0.0267856530 	time: 1.5528s 	
44 validate	 	loss_kl -0.0180052705 	acc 0.4986931471 	auroc 0.4959901180 	loss_nll 661958.3567708334 	loss_mse 0.0028780796 	loss 661958.3541666666 	inference time 0.0526668429 	time: 3.4171s 	
45 train	 	loss_kl -0.0178175021 	acc 0.4987032313 	auroc 0.4979601530 	loss_nll 378700.3848214286 	loss_mse 0.0016465233 	loss 378700.3535714286 	inference time 0.0295211383 	time: 1.7623s 	
45 validate	 	loss_kl -0.0173795596 	acc 0.4986931471 	auroc 0.4953368585 	loss_nll 607474.9557291666 	loss_mse 0.0026411953 	loss 607474.9453125000 	inference time 0.0585934917 	time: 3.3899s 	
46 train	 	loss_kl -0.0171511347 	acc 0.4986394558 	auroc 0.4976904226 	loss_nll 373509.1035714286 	loss_mse 0.0016239525 	loss 373509.0723214286 	inference time 0.0289796761 	time: 1.7174s 	
46 validate	 	loss_kl -0.0169569532 	acc 0.4986931471 	auroc 0.4957588009 	loss_nll 582091.1666666666 	loss_mse 0.0025308310 	loss 582091.1510416666 	inference time 0.0570972761 	time: 3.4089s 	
47 train	 	loss_kl -0.0167832223 	acc 0.4976828231 	auroc 0.4968739187 	loss_nll 372873.2160714286 	loss_mse 0.0016211878 	loss 372873.1848214286 	inference time 0.0274980954 	time: 1.6576s 	
47 validate	 	loss_kl -0.0165227987 	acc 0.4986931471 	auroc 0.4959012118 	loss_nll 631994.9401041666 	loss_mse 0.0027478039 	loss 631994.9296875000 	inference time 0.0406408707 	time: 3.3091s 	
48 train	 	loss_kl -0.0162851313 	acc 0.4983843537 	auroc 0.4976339100 	loss_nll 376813.1901785714 	loss_mse 0.0016383181 	loss 376813.1598214286 	inference time 0.0261005606 	time: 1.5498s 	
48 validate	 	loss_kl -0.0161228161 	acc 0.4986931471 	auroc 0.4962527715 	loss_nll 629877.5572916666 	loss_mse 0.0027385978 	loss 629877.5468750000 	inference time 0.0616685152 	time: 3.4018s 	
49 train	 	loss_kl -0.0159361372 	acc 0.5002976190 	auroc 0.4988905794 	loss_nll 373598.1035714286 	loss_mse 0.0016243395 	loss 373598.0723214286 	inference time 0.0283517974 	time: 1.7064s 	
49 validate	 	loss_kl -0.0157719830 	acc 0.4986931471 	auroc 0.4963285085 	loss_nll 597312.1588541666 	loss_mse 0.0025970092 	loss 597312.1484375000 	inference time 0.0432177186 	time: 3.3610s 	
50 train	 	loss_kl -0.0155548339 	acc 0.4983205782 	auroc 0.4971510894 	loss_nll 365106.1053571429 	loss_mse 0.0015874177 	loss 365106.0946428571 	inference time 0.0305557523 	time: 1.8448s 	
50 validate	 	loss_kl -0.0152370873 	acc 0.4986931471 	auroc 0.4962652500 	loss_nll 609244.5078125000 	loss_mse 0.0026488890 	loss 609244.5078125000 	inference time 0.0571803451 	time: 3.5006s 	
51 train	 	loss_kl -0.0149002487 	acc 0.4990858844 	auroc 0.4978349607 	loss_nll 362021.3482142857 	loss_mse 0.0015740057 	loss 362021.3482142857 	inference time 0.0296337809 	time: 1.8261s 	
51 validate	 	loss_kl -0.0145505889 	acc 0.4986931471 	auroc 0.4964028883 	loss_nll 625245.1302083334 	loss_mse 0.0027184569 	loss 625245.1302083334 	inference time 0.0417215625 	time: 3.4003s 	
52 train	 	loss_kl -0.0145637567 	acc 0.4991496599 	auroc 0.4979450739 	loss_nll 360841.2482142857 	loss_mse 0.0015688749 	loss 360841.2482142857 	inference time 0.0295771871 	time: 1.7902s 	
52 validate	 	loss_kl -0.0144566380 	acc 0.4986931471 	auroc 0.4963133071 	loss_nll 622435.9843750000 	loss_mse 0.0027062433 	loss 622435.9843750000 	inference time 0.0413890680 	time: 3.4328s 	
53 train	 	loss_kl -0.0141704731 	acc 0.4988307823 	auroc 0.4972170171 	loss_nll 390187.6526785714 	loss_mse 0.0016964679 	loss 390187.6526785714 	inference time 0.0318567072 	time: 1.8749s 	
53 validate	 	loss_kl -0.0139518203 	acc 0.4986931471 	auroc 0.4962555263 	loss_nll 595000.7630208334 	loss_mse 0.0025869598 	loss 595000.7630208334 	inference time 0.0499497652 	time: 3.3500s 	
54 train	 	loss_kl -0.0137001126 	acc 0.4973001701 	auroc 0.4960069620 	loss_nll 359681.1901785714 	loss_mse 0.0015638311 	loss 359681.1901785714 	inference time 0.0303748744 	time: 1.8061s 	
54 validate	 	loss_kl -0.0133790179 	acc 0.4986931471 	auroc 0.4973649425 	loss_nll 597570.2213541666 	loss_mse 0.0025981312 	loss 597570.2213541666 	inference time 0.0554353396 	time: 3.4199s 	
55 train	 	loss_kl -0.0133629899 	acc 0.4977465986 	auroc 0.4968264146 	loss_nll 360432.5455357143 	loss_mse 0.0015670979 	loss 360432.5455357143 	inference time 0.0326823711 	time: 1.9647s 	
55 validate	 	loss_kl -0.0133810507 	acc 0.4986931471 	auroc 0.4966854578 	loss_nll 633312.4114583334 	loss_mse 0.0027535319 	loss 633312.4114583334 	inference time 0.0412230492 	time: 3.6472s 	
56 train	 	loss_kl -0.0132704369 	acc 0.4975552721 	auroc 0.4966689117 	loss_nll 361297.6901785714 	loss_mse 0.0015708594 	loss 361297.6901785714 	inference time 0.0333962100 	time: 1.9717s 	
