Namespace(seed=969491451, GPU_to_use=None, epochs=100, batch_size=16, lr=0.0005, lr_decay=200, gamma=0.5, training_samples=156, test_samples=52, shuffle_traindata=True, prediction_steps=10, encoder_hidden=256, decoder_hidden=256, encoder='mlp', decoder='mlp', prior=1, edge_types=2, dont_use_encoder=True, lr_z=0.1, global_temp=False, load_temperatures=False, alpha=2, num_cats=3, unobserved=0, model_unobserved=0, dont_shuffle_unobserved=False, teacher_forcing=0, suffix='_energy_all_7d', timesteps=168, num_atoms=28, dims=10, datadir='./data', save_folder='logs', expername='', sym_save_folder='../logs', load_folder='', test_time_adapt=False, lr_logits=0.01, num_tta_steps=100, dont_skip_first=False, temp=0.5, hard=False, no_validate=False, no_cuda=False, var=5e-07, encoder_dropout=0.0, decoder_dropout=0.0, no_factor=False, f='C:\\Users\\GwenH\\AppData\\Roaming\\jupyter\\runtime\\kernel-204e35d8-5abf-4cde-8c16-c5199476a4e0.json', test=True, device=device(type='cuda', index=0), cuda=True, factor=True, validate=True, shuffle_unobserved=True, skip_first=True, use_encoder=False, time='20221109-223004', num_GPU=1, batch_size_multiGPU=16, log_path='logs\\20221109-223004')
None
DataParallel(
  (module): MLPDecoder(
    (msg_fc1): ModuleList(
      (0): Linear(in_features=20, out_features=256, bias=True)
      (1): Linear(in_features=20, out_features=256, bias=True)
    )
    (msg_fc2): ModuleList(
      (0): Linear(in_features=256, out_features=256, bias=True)
      (1): Linear(in_features=256, out_features=256, bias=True)
    )
    (out_fc1): Linear(in_features=266, out_features=256, bias=True)
    (out_fc2): Linear(in_features=256, out_features=256, bias=True)
    (out_fc3): Linear(in_features=256, out_features=10, bias=True)
  )
)
0 train	 	loss_kl -14.0293125153 	acc 0.5016506834 	auroc 0.5029580094 	loss_nll 1367245913.5999999046 	loss_mse 0.8187101424 	loss 1367245913.5999999046 	inference time 0.5939139605 	time: 8.0235s 	
7 validate	 	loss_kl -11.5195155144 	acc 0.5025834987 	auroc 0.5059571398 	loss_nll 71613907.0000000000 	loss_mse 0.0428825784 	loss 71613898.0000000000 	inference time 0.5485329032 	time: 4.9079s 	
8 train	 	loss_kl -11.5031341553 	acc 0.5005456349 	auroc 0.5030704344 	loss_nll 44781259.2000000030 	loss_mse 0.0268151240 	loss 44781247.2000000030 	inference time 0.5639904022 	time: 7.8041s 	
8 validate	 	loss_kl -11.4819622040 	acc 0.5022528108 	auroc 0.5058687852 	loss_nll 63046704.0000000000 	loss_mse 0.0377525166 	loss 63046693.0000000000 	inference time 0.5191122293 	time: 4.7613s 	
9 train	 	loss_kl -11.4661069870 	acc 0.5008597884 	auroc 0.5033805144 	loss_nll 40954131.2000000030 	loss_mse 0.0245234305 	loss 40954119.2000000030 	inference time 0.5788996935 	time: 7.9198s 	
9 validate	 	loss_kl -11.4461491108 	acc 0.5023768188 	auroc 0.5058822427 	loss_nll 58638235.0000000000 	loss_mse 0.0351127125 	loss 58638223.0000000000 	inference time 0.5500170588 	time: 4.8729s 	
10 train	 	loss_kl -11.4295946121 	acc 0.5004602072 	auroc 0.5031443801 	loss_nll 38323814.7999999970 	loss_mse 0.0229483917 	loss 38323802.7999999970 	inference time 0.5766577244 	time: 7.9098s 	
10 validate	 	loss_kl -11.4108607769 	acc 0.5026661706 	auroc 0.5059291545 	loss_nll 54041461.0000000000 	loss_mse 0.0323601542 	loss 54041449.0000000000 	inference time 0.5106344223 	time: 4.9667s 	
11 train	 	loss_kl -11.3961477280 	acc 0.5006062610 	auroc 0.5028067586 	loss_nll 36419636.0000000000 	loss_mse 0.0218081644 	loss 36419624.0000000000 	inference time 0.6069425106 	time: 8.2076s 	
11 validate	 	loss_kl -11.3764162064 	acc 0.5034928902 	auroc 0.5059890800 	loss_nll 51378982.0000000000 	loss_mse 0.0307658566 	loss 51378970.0000000000 	inference time 0.5512761474 	time: 5.3517s 	
12 train	 	loss_kl -11.3625970840 	acc 0.5008652998 	auroc 0.5030439156 	loss_nll 34495937.6000000015 	loss_mse 0.0206562487 	loss 34495925.6000000015 	inference time 0.6329672337 	time: 8.4719s 	
12 validate	 	loss_kl -11.3442516327 	acc 0.5036995701 	auroc 0.5060090946 	loss_nll 50399212.0000000000 	loss_mse 0.0301791700 	loss 50399200.0000000000 	inference time 0.5500288606 	time: 5.4494s 	
13 train	 	loss_kl -11.3304045677 	acc 0.5008267196 	auroc 0.5029159503 	loss_nll 32506321.1999999993 	loss_mse 0.0194648627 	loss 32506309.1999999993 	inference time 0.6278203011 	time: 8.4285s 	
13 validate	 	loss_kl -11.3149223328 	acc 0.5045676257 	auroc 0.5059970649 	loss_nll 47268131.0000000000 	loss_mse 0.0283042691 	loss 47268119.0000000000 	inference time 0.5353187323 	time: 5.3856s 	
14 train	 	loss_kl -11.3022653580 	acc 0.5008735670 	auroc 0.5033014526 	loss_nll 30986496.0000000000 	loss_mse 0.0185547879 	loss 30986484.0000000000 	inference time 0.6257261753 	time: 8.4225s 	
14 validate	 	loss_kl -11.2872712612 	acc 0.5053116733 	auroc 0.5059824143 	loss_nll 45664533.0000000000 	loss_mse 0.0273440317 	loss 45664521.0000000000 	inference time 0.5557634234 	time: 5.6060s 	
15 train	 	loss_kl -11.2763177872 	acc 0.5004381614 	auroc 0.5029679258 	loss_nll 29722009.8000000007 	loss_mse 0.0177976098 	loss 29721997.8000000007 	inference time 0.6290179729 	time: 8.5431s 	
15 validate	 	loss_kl -11.2604770660 	acc 0.5050223214 	auroc 0.5060385095 	loss_nll 43766099.0000000000 	loss_mse 0.0262072454 	loss 43766087.0000000000 	inference time 0.5684795976 	time: 5.4943s 	
16 train	 	loss_kl -11.2478437424 	acc 0.5004519400 	auroc 0.5031546570 	loss_nll 28717250.6000000015 	loss_mse 0.0171959579 	loss 28717238.6000000015 	inference time 0.5976022482 	time: 8.1761s 	
16 validate	 	loss_kl -11.2323868275 	acc 0.5049396495 	auroc 0.5060744899 	loss_nll 41883652.0000000000 	loss_mse 0.0250800299 	loss 41883640.0000000000 	inference time 0.5535199046 	time: 5.1861s 	
17 train	 	loss_kl -11.2208195686 	acc 0.5003472222 	auroc 0.5030108395 	loss_nll 27915215.8000000007 	loss_mse 0.0167156977 	loss 27915203.8000000007 	inference time 0.5907204151 	time: 8.2250s 	
17 validate	 	loss_kl -11.2058856487 	acc 0.5051876653 	auroc 0.5061020427 	loss_nll 40103209.0000000000 	loss_mse 0.0240138960 	loss 40103197.0000000000 	inference time 0.5166180730 	time: 5.1393s 	
18 train	 	loss_kl -11.1941534996 	acc 0.5002287257 	auroc 0.5029783763 	loss_nll 26817282.6000000015 	loss_mse 0.0160582532 	loss 26817270.6000000015 	inference time 0.5965051174 	time: 8.2230s 	
18 validate	 	loss_kl -11.1796579361 	acc 0.5050636574 	auroc 0.5060721841 	loss_nll 38337223.5000000000 	loss_mse 0.0229564207 	loss 38337211.5000000000 	inference time 0.5315781236 	time: 5.1732s 	
19 train	 	loss_kl -11.1672566414 	acc 0.5004712302 	auroc 0.5029868973 	loss_nll 26051256.1999999993 	loss_mse 0.0155995536 	loss 26051244.1999999993 	inference time 0.6011919975 	time: 8.4254s 	
19 validate	 	loss_kl -11.1531229019 	acc 0.5051463294 	auroc 0.5060830104 	loss_nll 38312814.0000000000 	loss_mse 0.0229418050 	loss 38312802.0000000000 	inference time 0.5425487757 	time: 5.2629s 	
20 train	 	loss_kl -11.1401357651 	acc 0.5004133598 	auroc 0.5031824138 	loss_nll 25172466.6000000015 	loss_mse 0.0150733327 	loss 25172454.6000000015 	inference time 0.6131432295 	time: 8.5452s 	
20 validate	 	loss_kl -11.1252813339 	acc 0.5058903770 	auroc 0.5061238045 	loss_nll 35791736.5000000000 	loss_mse 0.0214321772 	loss 35791724.5000000000 	inference time 0.5198599100 	time: 5.1892s 	
21 train	 	loss_kl -11.1136232376 	acc 0.5000716490 	auroc 0.5033925423 	loss_nll 24195460.6000000015 	loss_mse 0.0144882991 	loss 24195448.6000000015 	inference time 0.6040850878 	time: 8.4085s 	
21 validate	 	loss_kl -11.0991735458 	acc 0.5059317130 	auroc 0.5061395513 	loss_nll 35446640.5000000000 	loss_mse 0.0212255325 	loss 35446628.5000000000 	inference time 0.5595033765 	time: 5.1065s 	
22 train	 	loss_kl -11.0870581627 	acc 0.5000358245 	auroc 0.5029535125 	loss_nll 23389316.8000000007 	loss_mse 0.0140055784 	loss 23389304.8000000007 	inference time 0.5965044975 	time: 8.4145s 	
22 validate	 	loss_kl -11.0722177029 	acc 0.5062210648 	auroc 0.5061579238 	loss_nll 35147831.0000000000 	loss_mse 0.0210466054 	loss 35147819.0000000000 	inference time 0.5525219440 	time: 5.1203s 	
23 train	 	loss_kl -11.0601706505 	acc 0.5003306878 	auroc 0.5030849598 	loss_nll 22883604.3999999985 	loss_mse 0.0137027568 	loss 22883592.3999999985 	inference time 0.6150575399 	time: 8.5441s 	
23 validate	 	loss_kl -11.0452337265 	acc 0.5062210648 	auroc 0.5061489597 	loss_nll 35031958.0000000000 	loss_mse 0.0209772200 	loss 35031946.0000000000 	inference time 0.5350690484 	time: 5.2270s 	
24 train	 	loss_kl -11.0333544731 	acc 0.5001873898 	auroc 0.5030815655 	loss_nll 22421586.6000000015 	loss_mse 0.0134260990 	loss 22421574.6000000015 	inference time 0.6175366163 	time: 8.7874s 	
24 validate	 	loss_kl -11.0185422897 	acc 0.5062210648 	auroc 0.5061756436 	loss_nll 34175739.5000000000 	loss_mse 0.0204645139 	loss 34175727.5000000000 	inference time 0.5520235896 	time: 5.5203s 	
25 train	 	loss_kl -11.0070668221 	acc 0.5002728175 	auroc 0.5031322323 	loss_nll 21769072.8000000007 	loss_mse 0.0130353728 	loss 21769061.1999999993 	inference time 0.6008932352 	time: 8.4883s 	
25 validate	 	loss_kl -10.9935436249 	acc 0.5063450728 	auroc 0.5062141383 	loss_nll 33150239.5000000000 	loss_mse 0.0198504413 	loss 33150229.0000000000 	inference time 0.5378112793 	time: 5.2935s 	
26 train	 	loss_kl -10.9820657730 	acc 0.4999559083 	auroc 0.5029409659 	loss_nll 21409305.8000000007 	loss_mse 0.0128199433 	loss 21409295.8000000007 	inference time 0.6085727692 	time: 8.6528s 	
26 validate	 	loss_kl -10.9685783386 	acc 0.5063450728 	auroc 0.5062355734 	loss_nll 30584138.0000000000 	loss_mse 0.0183138545 	loss 30584127.5000000000 	inference time 0.5475353599 	time: 5.1635s 	
27 train	 	loss_kl -10.9571055412 	acc 0.4999641755 	auroc 0.5029521769 	loss_nll 20746127.3999999985 	loss_mse 0.0124228307 	loss 20746117.3999999985 	inference time 0.6096664667 	time: 8.5800s 	
27 validate	 	loss_kl -10.9435606003 	acc 0.5063450728 	auroc 0.5062820530 	loss_nll 30033171.5000000000 	loss_mse 0.0179839348 	loss 30033161.0000000000 	inference time 0.5380604863 	time: 5.3946s 	
28 train	 	loss_kl -10.9326479912 	acc 0.5000936949 	auroc 0.5030690537 	loss_nll 20308480.1999999993 	loss_mse 0.0121607664 	loss 20308470.1999999993 	inference time 0.6035857677 	time: 8.5970s 	
28 validate	 	loss_kl -10.9199705124 	acc 0.5062624008 	auroc 0.5062570130 	loss_nll 29771830.0000000000 	loss_mse 0.0178274428 	loss 29771819.5000000000 	inference time 0.5452912450 	time: 5.5601s 	
29 train	 	loss_kl -10.9095896721 	acc 0.5000330688 	auroc 0.5028522369 	loss_nll 19911539.3999999985 	loss_mse 0.0119230775 	loss 19911529.3999999985 	inference time 0.6052813768 	time: 8.6110s 	
29 validate	 	loss_kl -10.8974447250 	acc 0.5062624008 	auroc 0.5062893821 	loss_nll 28418557.0000000000 	loss_mse 0.0170170995 	loss 28418546.5000000000 	inference time 0.5440445542 	time: 5.2674s 	
30 train	 	loss_kl -10.8870456696 	acc 0.5001019621 	auroc 0.5027850023 	loss_nll 19569307.8000000007 	loss_mse 0.0117181480 	loss 19569297.8000000007 	inference time 0.6067807436 	time: 8.5416s 	
30 validate	 	loss_kl -10.8743991852 	acc 0.5059730489 	auroc 0.5062896051 	loss_nll 28221023.0000000000 	loss_mse 0.0168988155 	loss 28221013.0000000000 	inference time 0.5457910299 	time: 5.2799s 	
31 train	 	loss_kl -10.8639519691 	acc 0.4999035494 	auroc 0.5030958218 	loss_nll 19189667.3999999985 	loss_mse 0.0114908190 	loss 19189657.3999999985 	inference time 0.6032863617 	time: 8.5421s 	
31 validate	 	loss_kl -10.8509006500 	acc 0.5062624008 	auroc 0.5062483794 	loss_nll 28714831.0000000000 	loss_mse 0.0171945088 	loss 28714821.0000000000 	inference time 0.5477842689 	time: 5.6040s 	
32 train	 	loss_kl -10.8404709816 	acc 0.4999724427 	auroc 0.5029056983 	loss_nll 18807276.6000000015 	loss_mse 0.0112618421 	loss 18807266.6000000015 	inference time 0.6037857533 	time: 8.5950s 	
32 validate	 	loss_kl -10.8271198273 	acc 0.5059317130 	auroc 0.5062666438 	loss_nll 27674534.5000000000 	loss_mse 0.0165715765 	loss 27674524.5000000000 	inference time 0.6008924842 	time: 5.3856s 	
33 train	 	loss_kl -10.8162031174 	acc 0.5000413360 	auroc 0.5029792359 	loss_nll 18475719.0000000000 	loss_mse 0.0110633047 	loss 18475709.0000000000 	inference time 0.6186463594 	time: 8.7715s 	
33 validate	 	loss_kl -10.8031816483 	acc 0.5058903770 	auroc 0.5062565856 	loss_nll 26446141.5000000000 	loss_mse 0.0158360128 	loss 26446131.5000000000 	inference time 0.5836892724 	time: 5.5073s 	
34 train	 	loss_kl -10.7922657967 	acc 0.5001515653 	auroc 0.5028705991 	loss_nll 18143827.0000000000 	loss_mse 0.0108645668 	loss 18143816.8999999985 	inference time 0.6189900398 	time: 8.8607s 	
34 validate	 	loss_kl -10.7791099548 	acc 0.5060557209 	auroc 0.5062330772 	loss_nll 25939482.0000000000 	loss_mse 0.0155326237 	loss 25939472.0000000000 	inference time 0.5567602515 	time: 5.5521s 	
35 train	 	loss_kl -10.7680313110 	acc 0.4997216711 	auroc 0.5029266729 	loss_nll 17713112.3000000007 	loss_mse 0.0106066537 	loss 17713102.1999999993 	inference time 0.6098693371 	time: 8.5910s 	
35 validate	 	loss_kl -10.7545940876 	acc 0.5060143849 	auroc 0.5061828801 	loss_nll 25226069.5000000000 	loss_mse 0.0151054305 	loss 25226059.5000000000 	inference time 0.5522729158 	time: 5.3447s 	
36 train	 	loss_kl -10.7430839539 	acc 0.5001432981 	auroc 0.5030445154 	loss_nll 17559293.3999999985 	loss_mse 0.0105145469 	loss 17559283.0000000000 	inference time 0.6121629953 	time: 8.7356s 	
36 validate	 	loss_kl -10.7291965485 	acc 0.5060143849 	auroc 0.5061696537 	loss_nll 25001378.5000000000 	loss_mse 0.0149708847 	loss 25001368.5000000000 	inference time 0.5642411709 	time: 5.3008s 	
37 train	 	loss_kl -10.7172930717 	acc 0.5002645503 	auroc 0.5030899580 	loss_nll 17296671.5000000000 	loss_mse 0.0103572881 	loss 17296661.3000000007 	inference time 0.6207801819 	time: 8.7065s 	
37 validate	 	loss_kl -10.7026119232 	acc 0.5059730489 	auroc 0.5061331351 	loss_nll 25843862.5000000000 	loss_mse 0.0154753663 	loss 25843852.5000000000 	inference time 0.6013916731 	time: 5.4524s 	
38 train	 	loss_kl -10.6907578468 	acc 0.5000799162 	auroc 0.5029631091 	loss_nll 17008401.1999999993 	loss_mse 0.0101846712 	loss 17008390.8000000007 	inference time 0.6188449860 	time: 8.5850s 	
38 validate	 	loss_kl -10.6759090424 	acc 0.5059730489 	auroc 0.5060729902 	loss_nll 24835891.5000000000 	loss_mse 0.0148717903 	loss 24835881.5000000000 	inference time 0.5580073595 	time: 5.3118s 	
39 train	 	loss_kl -10.6630673409 	acc 0.5001019621 	auroc 0.5029018308 	loss_nll 16721211.6999999993 	loss_mse 0.0100127013 	loss 16721201.0999999996 	inference time 0.6021902323 	time: 8.5403s 	
39 validate	 	loss_kl -10.6466827393 	acc 0.5059730489 	auroc 0.5060127335 	loss_nll 24284929.0000000000 	loss_mse 0.0145418728 	loss 24284919.0000000000 	inference time 0.5470365286 	time: 5.4534s 	
40 train	 	loss_kl -10.6333106995 	acc 0.5001570767 	auroc 0.5029968952 	loss_nll 16325491.9000000004 	loss_mse 0.0097757435 	loss 16325481.3000000007 	inference time 0.6064787149 	time: 8.6838s 	
40 validate	 	loss_kl -10.6169278622 	acc 0.5060970569 	auroc 0.5059882431 	loss_nll 23431841.0000000000 	loss_mse 0.0140310414 	loss 23431831.0000000000 	inference time 0.5609999895 	time: 5.3684s 	
41 train	 	loss_kl -10.6039593697 	acc 0.4998622134 	auroc 0.5030291906 	loss_nll 16036810.9000000004 	loss_mse 0.0096028807 	loss 16036800.0000000000 	inference time 0.6062781334 	time: 8.5591s 	
41 validate	 	loss_kl -10.5876579285 	acc 0.5053116733 	auroc 0.5059061155 	loss_nll 23049872.5000000000 	loss_mse 0.0138023184 	loss 23049862.5000000000 	inference time 0.5749624968 	time: 5.3219s 	
42 train	 	loss_kl -10.5737436295 	acc 0.5002397487 	auroc 0.5030862874 	loss_nll 15706265.0000000000 	loss_mse 0.0094049488 	loss 15706254.1999999993 	inference time 0.6168489456 	time: 8.7107s 	
42 validate	 	loss_kl -10.5554847717 	acc 0.5051049934 	auroc 0.5058592076 	loss_nll 23146705.5000000000 	loss_mse 0.0138603030 	loss 23146695.5000000000 	inference time 0.5495772362 	time: 5.6530s 	
43 train	 	loss_kl -10.5409674644 	acc 0.5004106041 	auroc 0.5027018525 	loss_nll 15459817.9000000004 	loss_mse 0.0092573757 	loss 15459807.0000000000 	inference time 0.6177479506 	time: 8.7287s 	
43 validate	 	loss_kl -10.5230574608 	acc 0.5050223214 	auroc 0.5057809103 	loss_nll 21901282.0000000000 	loss_mse 0.0131145397 	loss 21901272.0000000000 	inference time 0.5470366478 	time: 5.3447s 	
44 train	 	loss_kl -10.5075834274 	acc 0.4999118166 	auroc 0.5027988026 	loss_nll 15067768.1999999993 	loss_mse 0.0090226157 	loss 15067757.5000000000 	inference time 0.6151542664 	time: 8.7306s 	
44 validate	 	loss_kl -10.4887480736 	acc 0.5056423611 	auroc 0.5057100469 	loss_nll 22214918.0000000000 	loss_mse 0.0133023460 	loss 22214908.0000000000 	inference time 0.5799485445 	time: 5.7117s 	
45 train	 	loss_kl -10.4736169815 	acc 0.5002177028 	auroc 0.5030889884 	loss_nll 15023401.5999999996 	loss_mse 0.0089960487 	loss 15023391.5999999996 	inference time 0.6329069138 	time: 8.7665s 	
45 validate	 	loss_kl -10.4546687603 	acc 0.5054356812 	auroc 0.5056571184 	loss_nll 21242607.5000000000 	loss_mse 0.0127201243 	loss 21242597.5000000000 	inference time 0.5575086474 	time: 5.5063s 	
46 train	 	loss_kl -10.4385105133 	acc 0.5001184965 	auroc 0.5030500323 	loss_nll 14544916.5999999996 	loss_mse 0.0087095306 	loss 14544906.5999999996 	inference time 0.6236310482 	time: 8.7935s 	
46 validate	 	loss_kl -10.4187889099 	acc 0.5056010251 	auroc 0.5055455736 	loss_nll 21284780.0000000000 	loss_mse 0.0127453774 	loss 21284770.0000000000 	inference time 0.5944098830 	time: 5.9192s 	
47 train	 	loss_kl -10.4020289421 	acc 0.5004326499 	auroc 0.5029250113 	loss_nll 14298934.4000000004 	loss_mse 0.0085622360 	loss 14298924.4000000004 	inference time 0.6653142452 	time: 9.1863s 	
47 validate	 	loss_kl -10.3816928864 	acc 0.5049396495 	auroc 0.5054329361 	loss_nll 21008842.0000000000 	loss_mse 0.0125801454 	loss 21008832.0000000000 	inference time 0.5834388733 	time: 5.7636s 	
48 train	 	loss_kl -10.3650751114 	acc 0.5004739859 	auroc 0.5028687322 	loss_nll 14159255.6999999993 	loss_mse 0.0084785962 	loss 14159245.6999999993 	inference time 0.6642259836 	time: 9.1495s 	
48 validate	 	loss_kl -10.3446111679 	acc 0.5049396495 	auroc 0.5053304671 	loss_nll 20646825.0000000000 	loss_mse 0.0123633675 	loss 20646815.0000000000 	inference time 0.5959067345 	time: 5.7746s 	
49 train	 	loss_kl -10.3277729034 	acc 0.5003058862 	auroc 0.5028349263 	loss_nll 13869492.8000000007 	loss_mse 0.0083050855 	loss 13869482.8000000007 	inference time 0.6637250662 	time: 9.1864s 	
49 validate	 	loss_kl -10.3069028854 	acc 0.5049396495 	auroc 0.5051743056 	loss_nll 20262886.0000000000 	loss_mse 0.0121334640 	loss 20262876.0000000000 	inference time 0.5652372241 	time: 5.8234s 	
50 train	 	loss_kl -10.2899900436 	acc 0.5003747795 	auroc 0.5028865501 	loss_nll 13684792.5999999996 	loss_mse 0.0081944865 	loss 13684782.5999999996 	inference time 0.6645221949 	time: 9.1784s 	
50 validate	 	loss_kl -10.2695639133 	acc 0.5046502976 	auroc 0.5050861633 	loss_nll 19959259.7500000000 	loss_mse 0.0119516514 	loss 19959249.7500000000 	inference time 0.5662363172 	time: 5.6858s 	
51 train	 	loss_kl -10.2514498711 	acc 0.5003885582 	auroc 0.5029773643 	loss_nll 13439572.3000000007 	loss_mse 0.0080476476 	loss 13439562.3000000007 	inference time 0.6144559145 	time: 8.7366s 	
51 validate	 	loss_kl -10.2297391891 	acc 0.5046916336 	auroc 0.5049894910 	loss_nll 19904842.2500000000 	loss_mse 0.0119190675 	loss 19904832.2500000000 	inference time 0.5821926594 	time: 5.3377s 	
52 train	 	loss_kl -10.2128358841 	acc 0.5004574515 	auroc 0.5026687404 	loss_nll 13158208.1999999993 	loss_mse 0.0078791664 	loss 13158198.1999999993 	inference time 0.6189436197 	time: 8.7256s 	
52 validate	 	loss_kl -10.1926028728 	acc 0.5049396495 	auroc 0.5049043006 	loss_nll 19261769.5000000000 	loss_mse 0.0115339935 	loss 19261759.5000000000 	inference time 0.5298330784 	time: 5.4644s 	
53 train	 	loss_kl -10.1767452240 	acc 0.5005153219 	auroc 0.5026190903 	loss_nll 13014874.3000000007 	loss_mse 0.0077933376 	loss 13014864.3000000007 	inference time 0.6094699621 	time: 8.6309s 	
53 validate	 	loss_kl -10.1564626694 	acc 0.5047743056 	auroc 0.5048523541 	loss_nll 19168475.5000000000 	loss_mse 0.0114781284 	loss 19168465.5000000000 	inference time 0.5747126341 	time: 5.3706s 	
54 train	 	loss_kl -10.1400079727 	acc 0.5005511464 	auroc 0.5029070180 	loss_nll 12698919.3000000007 	loss_mse 0.0076041432 	loss 12698909.3000000007 	inference time 0.6173486710 	time: 8.6798s 	
54 validate	 	loss_kl -10.1197423935 	acc 0.5048983135 	auroc 0.5047910042 	loss_nll 19050333.2500000000 	loss_mse 0.0114073856 	loss 19050323.2500000000 	inference time 0.5268407464 	time: 5.4146s 	
55 train	 	loss_kl -10.1029064178 	acc 0.5004271384 	auroc 0.5028071660 	loss_nll 12580549.0000000000 	loss_mse 0.0075332628 	loss 12580539.0000000000 	inference time 0.6174489737 	time: 8.7576s 	
